ff_bps|ff_mkt_val|ff_mkt_val_public|ff_mkt_val_gr|ff_stk_split_ratio|ff_div_yld|ff_eps|ff_eps_basic_gr|ff_sales|ff_sales_gr|ff_pe|ff_roea|ff_pbk|ff_psales|ff_tot_invest_ret|ff_dps|ff_curr_ratio|ff_quick_ratio|ff_debt_eq|ff_net_mgn|ff_oper_mgn|ff_asset_turn
Book Value Per Share|Market Value - using Period End Price|Market Capitalization - Public|Market Value - 1 Yr Growth|Stock Split/Dividend Ratio|Dividend Yield|Earnings Per Share - Fiscal Period|EPS - Basic - Before Extras - % Change|Sales|Sales - Net - 1 Yr Growth|Price to Earnings - Closing Price as of Fiscal Period End|Return on Earning Assets|Price to Book Value - Closing Price as of Last Fiscal Period End|Price to Sales|Total Investment Return|Dividends Per Share|Current Ratio|Quick Ratio|Total Debt % Equity|Net Income Margin|Operating Margin|Asset Turnover
